estacion_id,fecha_utc,nivel_m,precip_mm_1h,precip_mm_24h,caudal_estimado,rssi,bateria_pct,fuente_comunicacion,target_riesgo
CHIRA_001,2026-01-21T02:00:00Z,1.3,0.1,7.4,2.77,-78,83.9,satelital,0
CHIRA_001,2026-01-21T03:00:00Z,1.28,2.7,6.3,3.12,-73,83.4,satelital,0
CHIRA_001,2026-01-21T04:00:00Z,1.16,1.7,3.9,2.64,-78,83.3,satelital,0
CHIRA_001,2026-01-21T05:00:00Z,1.07,2.3,12.0,2.49,-92,83.1,lorawan,0
CHIRA_001,2026-01-21T06:00:00Z,1.07,2.9,4.7,2.07,-73,82.9,lorawan,0
CHIRA_001,2026-01-21T07:00:00Z,1.03,1.1,6.8,2.54,-61,82.5,satelital,0
CHIRA_001,2026-01-21T08:00:00Z,0.96,0.2,7.2,1.98,-74,82.1,satelital,0
CHIRA_001,2026-01-21T09:00:00Z,0.9,0.4,8.5,2.0,-70,81.9,satelital,0
CHIRA_001,2026-01-21T10:00:00Z,0.87,0.4,1.9,2.23,-60,81.5,gsm,0
CHIRA_001,2026-01-21T11:00:00Z,0.79,0.7,7.1,1.86,-70,81.4,gsm,0
CHIRA_001,2026-01-21T12:00:00Z,0.68,1.8,11.1,1.53,-91,80.9,satelital,0
CHIRA_001,2026-01-21T13:00:00Z,0.65,2.7,1.1,1.63,-80,80.6,satelital,0
CHIRA_001,2026-01-21T14:00:00Z,0.6,0.3,0.0,1.55,-71,80.1,satelital,0
CHIRA_001,2026-01-21T15:00:00Z,0.53,1.4,10.4,1.02,-122,80.0,lorawan,0
CHIRA_001,2026-01-21T16:00:00Z,0.43,0.5,4.5,1.08,-65,79.9,satelital,0
CHIRA_001,2026-01-21T17:00:00Z,0.36,0.5,10.7,0.71,-61,79.7,satelital,0
CHIRA_001,2026-01-21T18:00:00Z,0.33,0.3,4.7,0.61,-65,79.6,lorawan,0
CHIRA_001,2026-01-21T19:00:00Z,0.26,1.9,11.7,0.63,-79,79.3,gsm,0
CHIRA_001,2026-01-21T20:00:00Z,0.25,1.1,4.6,0.54,-92,79.1,gsm,0
CHIRA_001,2026-01-21T21:00:00Z,0.35,0.3,4.1,0.8,-62,78.8,gsm,0
CHIRA_001,2026-01-21T22:00:00Z,0.28,2.8,6.9,0.59,-62,78.3,gsm,0
CHIRA_001,2026-01-21T23:00:00Z,0.34,0.4,11.4,0.66,-93,78.2,gsm,0
TUMBES_001,2026-01-20T00:00:00Z,1.66,0.8,10.9,3.5,-78,88.6,lorawan,0
TUMBES_001,2026-01-20T01:00:00Z,1.64,1.9,6.3,3.15,-89,88.2,gsm,0
TUMBES_001,2026-01-20T02:00:00Z,1.6,2.4,10.4,3.22,-122,87.9,satelital,0
TUMBES_001,2026-01-20T03:00:00Z,1.58,1.8,8.3,3.26,-78,87.7,lorawan,0
TUMBES_001,2026-01-20T04:00:00Z,1.49,2.4,3.7,3.5,-76,87.2,satelital,0
TUMBES_001,2026-01-20T05:00:00Z,1.34,1.0,8.7,2.89,-64,86.7,satelital,0
TUMBES_001,2026-01-20T06:00:00Z,1.34,1.5,1.9,2.56,-94,86.3,lorawan,0
TUMBES_001,2026-01-20T07:00:00Z,1.26,0.7,5.5,2.54,-88,85.8,lorawan,0
TUMBES_001,2026-01-20T08:00:00Z,1.16,1.8,2.1,2.41,-90,85.7,satelital,0
TUMBES_001,2026-01-20T09:00:00Z,-1.5,2.6,9.4,2.16,-106,85.5,gsm,1
TUMBES_001,2026-01-20T10:00:00Z,1.07,1.9,7.2,2.62,-78,85.3,satelital,0
TUMBES_001,2026-01-20T11:00:00Z,1.05,1.4,2.6,2.41,-72,54.9,gsm,0
TUMBES_001,2026-01-20T12:00:00Z,1.07,0.9,1.3,2.47,-76,54.5,gsm,0
TUMBES_001,2026-01-20T13:00:00Z,0.95,2.7,9.7,2.21,-64,54.1,satelital,0
TUMBES_001,2026-01-20T14:00:00Z,0.92,1.2,8.8,2.26,-61,53.9,satelital,0
TUMBES_001,2026-01-20T15:00:00Z,0.82,2.0,6.1,2.05,-87,53.7,gsm,0
TUMBES_001,2026-01-20T16:00:00Z,0.7,2.3,2.2,1.31,-76,53.5,satelital,0
TUMBES_001,2026-01-20T17:00:00Z,0.64,1.8,5.6,1.48,-65,53.1,gsm,0
TUMBES_001,2026-01-20T18:00:00Z,0.67,2.0,6.4,1.29,-66,52.7,gsm,0
TUMBES_001,2026-01-20T19:00:00Z,0.51,0.2,4.0,0.94,-85,52.4,lorawan,0
TUMBES_001,2026-01-20T20:00:00Z,0.48,2.3,1.1,1.02,-93,51.9,gsm,0
TUMBES_001,2026-01-20T21:00:00Z,0.35,0.0,3.9,0.82,-73,51.5,lorawan,0
TUMBES_001,2026-01-20T22:00:00Z,0.28,1.8,2.0,0.57,-74,51.1,gsm,0
TUMBES_001,2026-01-20T23:00:00Z,0.27,1.0,10.8,0.69,-81,50.7,lorawan,0
TUMBES_001,2026-01-21T00:00:00Z,0.32,0.1,6.1,0.78,-61,50.4,gsm,0
TUMBES_001,2026-01-21T01:00:00Z,0.32,2.0,7.8,0.68,-65,50.2,lorawan,0
TUMBES_001,2026-01-21T02:00:00Z,0.32,1.9,3.6,0.65,-89,49.8,gsm,0
TUMBES_001,2026-01-21T03:00:00Z,0.27,0.3,1.3,0.54,-69,49.5,lorawan,0
TUMBES_001,2026-01-21T04:00:00Z,0.27,2.7,8.3,0.49,-64,49.4,lorawan,0
TUMBES_001,2026-01-21T05:00:00Z,0.31,0.2,8.7,0.67,-92,48.9,lorawan,0
TUMBES_001,2026-01-21T06:00:00Z,0.29,2.6,4.3,0.55,-95,48.5,gsm,0
TUMBES_001,2026-01-21T07:00:00Z,0.28,1.0,10.7,0.67,-88,48.2,satelital,0
TUMBES_001,2026-01-21T08:00:00Z,0.31,1.2,10.2,0.76,-92,48.1,lorawan,0
TUMBES_001,2026-01-21T09:00:00Z,0.29,2.7,5.8,0.66,-87,47.6,satelital,0
TUMBES_001,2026-01-21T10:00:00Z,0.28,1.2,0.6,0.66,-81,47.3,gsm,0
TUMBES_001,2026-01-21T11:00:00Z,0.29,1.6,8.3,0.69,-71,47.0,gsm,0
TUMBES_001,2026-01-21T12:00:00Z,0.73,11.5,69.6,1.59,-64,46.7,satelital,1
TUMBES_001,2026-01-21T13:00:00Z,1.06,6.5,44.5,2.11,-67,46.4,satelital,0
TUMBES_001,2026-01-21T14:00:00Z,1.38,7.1,56.5,2.94,-76,34.3,gsm,0
TUMBES_001,2026-01-21T15:00:00Z,1.63,12.0,118.0,3.22,-65,34.0,satelital,1
TUMBES_001,2026-01-21T16:00:00Z,1.88,7.0,63.5,4.63,-62,33.5,lorawan,0
TUMBES_001,2026-01-21T17:00:00Z,2.28,7.5,49.1,4.3,-70,33.1,lorawan,0
TUMBES_001,2026-01-21T18:00:00Z,25.0,7.0,53.4,6.18,-63,32.7,satelital,1
TUMBES_001,2026-01-21T19:00:00Z,3.09,6.4,62.7,6.82,-84,32.3,lorawan,1
TUMBES_001,2026-01-21T20:00:00Z,3.08,2.0,7.3,6.58,-80,31.9,satelital,1
TUMBES_001,2026-01-21T21:00:00Z,3.01,1.4,1.6,7.22,-75,31.7,gsm,1
TUMBES_001,2026-01-21T22:00:00Z,2.93,0.6,7.5,6.85,-84,31.2,gsm,1
TUMBES_001,2026-01-21T23:00:00Z,2.89,2.1,9.1,7.38,-61,30.8,satelital,1
PIURA_001,2026-01-20T00:00:00Z,1.21,2.0,2.4,2.46,-77,70.6,gsm,0
PIURA_001,2026-01-20T01:00:00Z,1.18,2.4,1.2,2.94,-80,70.2,gsm,0
PIURA_001,2026-01-20T02:00:00Z,1.15,2.0,11.1,2.97,-95,69.9,lorawan,0
PIURA_001,2026-01-20T03:00:00Z,1.06,2.3,10.4,2.51,-61,69.6,lorawan,0
PIURA_001,2026-01-20T04:00:00Z,1.0,2.9,3.5,1.95,-71,69.4,satelital,0
PIURA_001,2026-01-20T05:00:00Z,0.92,0.4,7.0,2.18,-75,69.2,gsm,0
PIURA_001,2026-01-20T06:00:00Z,0.86,2.0,5.9,2.09,-84,69.0,gsm,0
PIURA_001,2026-01-20T07:00:00Z,0.87,1.6,4.8,2.03,-62,68.8,gsm,0
PIURA_001,2026-01-20T08:00:00Z,0.75,2.9,0.1,1.89,-93,68.4,satelital,0
PIURA_001,2026-01-20T09:00:00Z,0.74,2.4,1.4,1.35,-63,68.1,satelital,0
PIURA_001,2026-01-20T10:00:00Z,0.63,0.9,7.8,1.18,-128,67.6,lorawan,0
PIURA_001,2026-01-20T11:00:00Z,0.57,2.3,10.4,1.27,-68,67.3,lorawan,0
PIURA_001,2026-01-20T12:00:00Z,0.53,0.5,5.5,0.98,-81,66.8,satelital,0
PIURA_001,2026-01-20T13:00:00Z,0.56,1.9,5.2,1.25,-93,66.5,lorawan,0
PIURA_001,2026-01-20T14:00:00Z,0.91,10.5,75.4,1.84,-94,66.0,gsm,1
PIURA_001,2026-01-20T15:00:00Z,1.29,12.7,116.9,2.98,-72,65.8,lorawan,1
PIURA_001,2026-01-20T16:00:00Z,1.47,11.0,71.4,3.28,-73,65.3,gsm,1
PIURA_001,2026-01-20T17:00:00Z,1.77,7.3,49.1,3.35,-92,65.0,gsm,0
PIURA_001,2026-01-20T18:00:00Z,1.73,1.6,3.5,4.12,-87,64.7,lorawan,0
PIURA_001,2026-01-20T19:00:00Z,1.72,1.9,10.8,3.94,-72,64.4,satelital,0
PIURA_001,2026-01-20T20:00:00Z,1.66,0.9,9.4,3.36,-74,64.2,satelital,0
PIURA_001,2026-01-20T21:00:00Z,1.63,2.3,5.8,3.04,-61,64.0,gsm,0
PIURA_001,2026-01-20T22:00:00Z,1.6,0.2,0.9,2.92,-82,63.6,gsm,0
PIURA_001,2026-01-20T23:00:00Z,1.49,2.7,6.5,3.15,-77,63.2,gsm,0
PIURA_001,2026-01-21T00:00:00Z,1.48,1.2,6.0,3.62,-63,62.8,lorawan,0
PIURA_001,2026-01-21T01:00:00Z,1.38,2.8,7.9,3.02,-64,62.6,satelital,0
PIURA_001,2026-01-21T02:00:00Z,1.25,0.1,2.5,2.72,-75,62.3,gsm,0
PIURA_001,2026-01-21T03:00:00Z,1.2,0.8,8.9,2.52,-91,62.1,satelital,0
PIURA_001,2026-01-21T04:00:00Z,1.09,0.7,4.9,2.65,-67,34.0,lorawan,0
PIURA_001,2026-01-21T05:00:00Z,1.09,0.8,1.8,2.67,-74,33.6,satelital,0
PIURA_001,2026-01-21T06:00:00Z,0.99,1.4,7.1,1.97,-87,33.5,lorawan,0
PIURA_001,2026-01-21T07:00:00Z,0.91,0.4,2.0,1.93,-77,33.0,lorawan,0
PIURA_001,2026-01-21T08:00:00Z,0.91,3.0,10.4,2.08,-84,32.6,gsm,0
PIURA_001,2026-01-21T09:00:00Z,0.83,2.2,4.1,1.65,-83,32.3,gsm,0
PIURA_001,2026-01-21T10:00:00Z,0.83,2.5,7.3,1.89,-88,31.8,gsm,0
PIURA_001,2026-01-21T11:00:00Z,0.72,1.8,9.9,1.67,-93,31.5,satelital,0
PIURA_001,2026-01-21T12:00:00Z,0.65,2.4,9.5,1.56,-89,31.1,satelital,0
PIURA_001,2026-01-21T13:00:00Z,0.64,0.7,10.3,1.36,-95,31.0,lorawan,0
PIURA_001,2026-01-21T14:00:00Z,0.51,1.1,2.5,0.96,-79,30.7,satelital,0
PIURA_001,2026-01-21T15:00:00Z,0.44,1.8,11.9,0.99,-60,30.4,satelital,0
PIURA_001,2026-01-21T16:00:00Z,0.38,1.7,9.3,0.95,-85,30.2,gsm,0
PIURA_001,2026-01-21T17:00:00Z,0.36,1.0,6.6,0.69,-86,17.9,gsm,0
PIURA_001,2026-01-21T18:00:00Z,0.26,0.2,2.7,0.55,-62,17.4,gsm,0
PIURA_001,2026-01-21T19:00:00Z,0.25,2.3,2.1,0.62,-111,16.9,gsm,0
PIURA_001,2026-01-21T20:00:00Z,0.27,0.7,2.0,0.49,-70,16.8,satelital,0
PIURA_001,2026-01-21T21:00:00Z,0.34,0.6,0.2,0.76,-73,16.4,satelital,0
PIURA_001,2026-01-21T22:00:00Z,0.25,2.9,5.5,0.49,-63,16.1,lorawan,0
PIURA_001,2026-01-21T23:00:00Z,0.31,2.9,10.5,0.73,-80,15.6,satelital,0
MARANON_001,2026-01-20T00:00:00Z,1.59,0.8,4.6,3.75,-73,95.4,lorawan,0
MARANON_001,2026-01-20T01:00:00Z,1.59,0.8,3.4,3.3,-75,95.1,gsm,0
MARANON_001,2026-01-20T02:00:00Z,1.47,2.8,8.2,2.88,-82,94.7,lorawan,0
MARANON_001,2026-01-20T03:00:00Z,1.4,1.1,9.3,3.59,-93,67.3,satelital,0
MARANON_001,2026-01-20T04:00:00Z,1.38,1.5,11.8,3.03,-78,66.8,gsm,0
MARANON_001,2026-01-20T05:00:00Z,1.21,1.6,5.1,2.51,-66,66.3,gsm,0
MARANON_001,2026-01-20T06:00:00Z,1.17,0.9,0.1,2.2,-84,66.1,lorawan,0
MARANON_001,2026-01-20T07:00:00Z,1.14,2.9,4.1,2.43,-70,65.7,lorawan,0
MARANON_001,2026-01-20T08:00:00Z,1.08,2.9,8.2,2.64,-83,65.4,gsm,0
MARANON_001,2026-01-20T09:00:00Z,1.05,2.4,2.1,2.6,-64,65.1,gsm,0
MARANON_001,2026-01-20T10:00:00Z,0.94,0.1,1.2,1.88,-74,64.6,satelital,0
MARANON_001,2026-01-20T11:00:00Z,0.91,2.8,3.1,2.27,-61,64.2,satelital,0
MARANON_001,2026-01-20T12:00:00Z,0.9,2.0,5.8,1.89,-86,63.9,gsm,0
MARANON_001,2026-01-20T13:00:00Z,0.83,1.0,7.6,1.54,-75,63.8,gsm,0
MARANON_001,2026-01-20T14:00:00Z,0.78,1.9,3.3,1.63,-69,63.4,lorawan,0
MARANON_001,2026-01-20T15:00:00Z,0.69,0.7,3.0,1.36,-65,63.2,lorawan,0
MARANON_001,2026-01-20T16:00:00Z,0.65,1.6,12.0,1.21,-81,62.7,satelital,0
MARANON_001,2026-01-20T17:00:00Z,0.56,0.4,6.3,1.17,-66,62.2,gsm,0
MARANON_001,2026-01-20T18:00:00Z,0.51,1.6,1.6,1.16,-68,62.0,gsm,0
MARANON_001,2026-01-20T19:00:00Z,0.43,2.7,5.8,0.88,-104,61.7,lorawan,0
MARANON_001,2026-01-20T20:00:00Z,0.42,1.4,0.1,0.92,-77,61.6,lorawan,0
MARANON_001,2026-01-20T21:00:00Z,0.29,0.6,10.6,0.69,-81,61.2,satelital,0
MARANON_001,2026-01-20T22:00:00Z,0.32,1.5,9.6,0.65,-78,60.9,lorawan,0
MARANON_001,2026-01-20T23:00:00Z,0.28,0.9,7.6,0.64,-127,49.7,satelital,0
MARANON_001,2026-01-21T00:00:00Z,0.27,2.1,8.7,0.59,-64,49.5,satelital,0
MARANON_001,2026-01-21T01:00:00Z,0.64,6.3,39.7,1.29,-84,49.2,satelital,0
MARANON_001,2026-01-21T02:00:00Z,1.03,13.5,87.3,2.49,-93,48.9,gsm,1
MARANON_001,2026-01-21T03:00:00Z,1.37,10.7,106.1,2.81,-93,48.7,gsm,1
MARANON_001,2026-01-21T04:00:00Z,1.6,8.3,70.8,3.99,-68,48.5,lorawan,0
MARANON_001,2026-01-21T05:00:00Z,1.56,1.8,4.7,3.53,-86,48.1,lorawan,0
MARANON_001,2026-01-21T06:00:00Z,1.52,1.5,8.2,3.66,-86,48.0,lorawan,0
MARANON_001,2026-01-21T07:00:00Z,1.41,0.7,11.8,3.45,-71,47.7,lorawan,0
MARANON_001,2026-01-21T08:00:00Z,1.33,0.1,8.5,2.92,-75,47.4,satelital,0
MARANON_001,2026-01-21T09:00:00Z,1.29,1.8,10.3,2.79,-110,47.0,gsm,0
MARANON_001,2026-01-21T10:00:00Z,1.23,0.6,0.2,2.45,-61,46.6,lorawan,0
MARANON_001,2026-01-21T11:00:00Z,1.11,1.5,6.6,2.57,-91,46.5,lorawan,0
MARANON_001,2026-01-21T12:00:00Z,1.05,0.1,1.3,2.43,-79,46.2,lorawan,0
MARANON_001,2026-01-21T13:00:00Z,1.06,0.2,11.2,2.66,-92,46.1,gsm,0
MARANON_001,2026-01-21T14:00:00Z,1.02,1.2,4.4,2.05,-76,46.0,lorawan,0
MARANON_001,2026-01-21T15:00:00Z,0.89,0.3,8.7,1.98,-84,45.8,gsm,0
MARANON_001,2026-01-21T16:00:00Z,0.87,0.3,7.7,2.03,-84,45.3,gsm,0
MARANON_001,2026-01-21T17:00:00Z,0.8,0.5,12.0,1.64,-72,44.8,gsm,0
MARANON_001,2026-01-21T18:00:00Z,-1.5,2.2,7.3,1.74,-67,44.3,satelital,1
MARANON_001,2026-01-21T19:00:00Z,0.74,2.9,7.1,1.51,-104,44.1,gsm,0
MARANON_001,2026-01-21T20:00:00Z,0.63,2.8,6.1,1.18,-79,43.8,gsm,0
MARANON_001,2026-01-21T21:00:00Z,0.57,0.8,3.6,1.13,-65,43.7,gsm,0
MARANON_001,2026-01-21T22:00:00Z,0.44,2.5,1.1,1.08,-74,43.4,satelital,0
MARANON_001,2026-01-21T23:00:00Z,0.47,2.6,10.4,1.07,-71,43.3,gsm,0
UCAYALI_001,2026-01-20T00:00:00Z,1.25,0.7,0.6,2.7,-81,74.1,satelital,0
UCAYALI_001,2026-01-20T01:00:00Z,1.19,1.0,5.7,2.39,-87,73.9,satelital,0
UCAYALI_001,2026-01-20T02:00:00Z,1.16,1.5,7.8,2.77,-68,73.7,gsm,0
UCAYALI_001,2026-01-20T03:00:00Z,1.08,2.0,5.1,2.46,-73,73.6,satelital,0
UCAYALI_001,2026-01-20T04:00:00Z,1.08,1.3,11.1,2.08,-92,73.2,gsm,0
UCAYALI_001,2026-01-20T05:00:00Z,1.06,2.6,9.8,2.0,-61,58.7,gsm,0
UCAYALI_001,2026-01-20T06:00:00Z,0.92,0.8,5.8,2.17,-62,58.6,lorawan,0
UCAYALI_001,2026-01-20T07:00:00Z,0.91,0.6,8.4,2.33,-72,58.5,lorawan,0
UCAYALI_001,2026-01-20T08:00:00Z,0.82,2.7,4.6,1.94,-61,58.0,lorawan,0
UCAYALI_001,2026-01-20T09:00:00Z,0.77,1.4,11.1,1.71,-109,57.8,satelital,0
UCAYALI_001,2026-01-20T10:00:00Z,0.68,0.9,12.0,1.26,-94,57.6,satelital,0
UCAYALI_001,2026-01-20T11:00:00Z,0.69,1.0,4.7,1.53,-81,57.2,gsm,0
UCAYALI_001,2026-01-20T12:00:00Z,0.63,2.9,10.9,1.24,-83,57.1,satelital,0
UCAYALI_001,2026-01-20T13:00:00Z,0.61,2.7,10.9,1.47,-85,56.7,gsm,0
UCAYALI_001,2026-01-20T14:00:00Z,0.45,2.2,2.2,0.82,-69,56.5,gsm,0
UCAYALI_001,2026-01-20T15:00:00Z,0.47,2.7,11.2,0.89,-78,56.3,gsm,0
UCAYALI_001,2026-01-20T16:00:00Z,0.41,0.7,8.2,0.89,-72,56.0,satelital,0
UCAYALI_001,2026-01-20T17:00:00Z,0.39,0.4,2.3,0.71,-83,55.8,lorawan,0
UCAYALI_001,2026-01-20T18:00:00Z,0.32,2.9,5.3,0.8,-93,55.3,satelital,0
UCAYALI_001,2026-01-20T19:00:00Z,0.3,1.2,11.3,0.69,-89,55.0,lorawan,0
UCAYALI_001,2026-01-20T20:00:00Z,0.25,0.7,6.5,0.53,-83,54.6,satelital,0
UCAYALI_001,2026-01-20T21:00:00Z,0.28,2.3,3.4,0.71,-66,54.2,satelital,0
UCAYALI_001,2026-01-20T22:00:00Z,0.34,1.5,2.2,0.76,-94,53.9,gsm,0
UCAYALI_001,2026-01-20T23:00:00Z,0.28,2.7,10.6,0.65,-88,53.5,gsm,0
UCAYALI_001,2026-01-21T00:00:00Z,0.33,1.1,6.3,0.73,-71,53.1,lorawan,0
UCAYALI_001,2026-01-21T01:00:00Z,0.34,1.7,7.9,0.66,-76,52.7,satelital,0
UCAYALI_001,2026-01-21T02:00:00Z,0.69,7.6,73.2,1.66,-64,52.6,lorawan,0
UCAYALI_001,2026-01-21T03:00:00Z,1.08,10.4,71.7,2.33,-78,24.6,gsm,1
UCAYALI_001,2026-01-21T04:00:00Z,1.24,7.9,53.0,2.38,-76,24.5,lorawan,0
UCAYALI_001,2026-01-21T05:00:00Z,1.62,9.8,65.5,3.81,-84,24.1,gsm,0
UCAYALI_001,2026-01-21T06:00:00Z,1.83,14.4,91.7,3.85,-60,24.0,satelital,1
UCAYALI_001,2026-01-21T07:00:00Z,2.15,12.3,87.0,5.07,-62,23.7,satelital,1
UCAYALI_001,2026-01-21T08:00:00Z,2.51,11.4,104.7,6.22,-73,23.5,gsm,1
UCAYALI_001,2026-01-21T09:00:00Z,2.78,10.7,91.1,6.36,-95,23.1,satelital,1
UCAYALI_001,2026-01-21T10:00:00Z,3.25,7.1,66.3,6.93,-124,22.8,gsm,1
UCAYALI_001,2026-01-21T11:00:00Z,3.12,2.4,3.7,5.63,-94,22.5,lorawan,1
UCAYALI_001,2026-01-21T12:00:00Z,3.08,1.0,8.1,7.13,-61,22.2,satelital,1
UCAYALI_001,2026-01-21T13:00:00Z,2.94,1.2,8.9,7.0,-82,21.9,satelital,1
UCAYALI_001,2026-01-21T14:00:00Z,2.84,2.7,4.2,5.18,-85,21.5,satelital,1
UCAYALI_001,2026-01-21T15:00:00Z,2.85,0.4,9.4,6.75,-80,21.2,satelital,1
UCAYALI_001,2026-01-21T16:00:00Z,2.76,0.9,1.3,6.98,-63,5,satelital,1
UCAYALI_001,2026-01-21T17:00:00Z,2.62,2.2,6.3,6.54,-87,5,lorawan,1
UCAYALI_001,2026-01-21T18:00:00Z,2.68,2.1,6.3,6.3,-66,5,lorawan,1
UCAYALI_001,2026-01-21T19:00:00Z,2.55,2.0,3.7,6.41,-78,5,satelital,1
UCAYALI_001,2026-01-21T20:00:00Z,2.58,0.8,1.9,5.8,-60,5,lorawan,1
UCAYALI_001,2026-01-21T21:00:00Z,2.49,2.4,6.9,6.26,-94,5,gsm,0
UCAYALI_001,2026-01-21T22:00:00Z,2.47,1.2,1.0,6.21,-67,5,satelital,0
UCAYALI_001,2026-01-21T23:00:00Z,2.33,0.6,9.1,5.91,-90,5,gsm,0
RIMAC_002,2026-01-20T00:00:00Z,1.25,1.4,2.8,2.87,-74,90.1,satelital,0
RIMAC_002,2026-01-20T01:00:00Z,1.17,0.1,5.7,2.27,-87,89.7,satelital,0
RIMAC_002,2026-01-20T02:00:00Z,1.13,2.4,3.9,2.52,-80,89.4,satelital,0
RIMAC_002,2026-01-20T03:00:00Z,1.06,1.0,9.8,2.28,-80,89.0,gsm,0
RIMAC_002,2026-01-20T04:00:00Z,0.98,2.8,6.9,2.13,-84,88.7,satelital,0
RIMAC_002,2026-01-20T05:00:00Z,0.88,0.3,9.8,1.93,-87,88.3,gsm,0
RIMAC_002,2026-01-20T06:00:00Z,0.81,2.3,7.9,1.86,-75,88.0,gsm,0
RIMAC_002,2026-01-20T07:00:00Z,0.72,2.8,5.2,1.35,-70,87.9,satelital,0
RIMAC_002,2026-01-20T08:00:00Z,0.72,2.7,11.6,1.86,-94,87.8,gsm,0
RIMAC_002,2026-01-20T09:00:00Z,0.66,1.9,8.5,1.3,-60,87.6,satelital,0
RIMAC_002,2026-01-20T10:00:00Z,0.55,0.5,12.0,1.02,-64,87.5,lorawan,0
RIMAC_002,2026-01-20T11:00:00Z,0.56,1.9,5.0,1.28,-63,87.2,satelital,0
RIMAC_002,2026-01-20T12:00:00Z,0.51,0.7,5.1,1.22,-61,86.8,lorawan,0
RIMAC_002,2026-01-20T13:00:00Z,0.48,1.7,8.5,1.13,-78,86.7,lorawan,0
RIMAC_002,2026-01-20T14:00:00Z,0.43,1.8,2.9,1.0,-76,86.3,satelital,0
RIMAC_002,2026-01-20T15:00:00Z,0.33,0.0,5.4,0.68,-77,86.1,lorawan,0
RIMAC_002,2026-01-20T16:00:00Z,0.28,1.8,3.6,0.64,-77,85.7,gsm,0
RIMAC_002,2026-01-20T17:00:00Z,0.33,1.5,1.5,0.66,-127,85.4,gsm,0
RIMAC_002,2026-01-20T18:00:00Z,0.33,1.8,1.8,0.66,-62,85.0,satelital,0
RIMAC_002,2026-01-20T19:00:00Z,0.33,2.9,7.1,0.79,-67,84.7,lorawan,0
RIMAC_002,2026-01-20T20:00:00Z,0.33,2.2,4.1,0.62,-76,84.6,gsm,0
RIMAC_002,2026-01-20T21:00:00Z,0.3,2.1,4.7,0.64,-71,84.4,gsm,0
RIMAC_002,2026-01-20T22:00:00Z,0.35,0.1,11.0,0.75,-74,83.9,lorawan,0
RIMAC_002,2026-01-20T23:00:00Z,0.27,1.8,5.5,0.63,-84,83.5,lorawan,0
RIMAC_002,2026-01-21T00:00:00Z,0.26,2.5,0.1,0.56,-111,83.3,lorawan,0
RIMAC_002,2026-01-21T01:00:00Z,0.31,1.8,10.7,0.59,-87,82.8,gsm,0
RIMAC_002,2026-01-21T02:00:00Z,0.28,2.9,10.8,0.61,-78,82.3,gsm,0
RIMAC_002,2026-01-21T03:00:00Z,0.26,2.3,3.9,0.63,-92,82.1,satelital,0
RIMAC_002,2026-01-21T04:00:00Z,0.29,0.2,11.8,0.67,-68,81.9,gsm,0
RIMAC_002,2026-01-21T05:00:00Z,0.26,1.3,3.1,0.62,-95,61.6,gsm,0
RIMAC_002,2026-01-21T06:00:00Z,0.25,0.5,4.0,0.59,-70,61.2,lorawan,0
RIMAC_002,2026-01-21T07:00:00Z,0.3,0.0,11.4,0.68,-76,60.7,gsm,0
RIMAC_002,2026-01-21T08:00:00Z,0.69,11.8,88.2,1.71,-83,60.3,lorawan,1
RIMAC_002,2026-01-21T09:00:00Z,0.93,11.9,86.0,2.19,-67,60.0,lorawan,1
RIMAC_002,2026-01-21T10:00:00Z,1.18,6.2,62.2,2.87,-67,59.6,lorawan,0
RIMAC_002,2026-01-21T11:00:00Z,1.32,6.5,59.5,3.23,-61,59.3,gsm,0
RIMAC_002,2026-01-21T12:00:00Z,1.61,6.6,59.4,4.07,-110,58.9,lorawan,0
RIMAC_002,2026-01-21T13:00:00Z,2.02,13.4,85.5,3.74,-81,58.5,lorawan,1
RIMAC_002,2026-01-21T14:00:00Z,2.32,13.3,132.1,5.99,-82,58.2,gsm,1
RIMAC_002,2026-01-21T15:00:00Z,2.69,6.6,46.6,5.64,-93,58.0,gsm,1
RIMAC_002,2026-01-21T16:00:00Z,2.96,13.0,78.8,5.75,-77,57.9,satelital,1
RIMAC_002,2026-01-21T17:00:00Z,3.31,7.9,67.2,8.44,-84,57.5,gsm,1
RIMAC_002,2026-01-21T18:00:00Z,3.22,1.9,9.4,6.4,-89,57.4,gsm,1
RIMAC_002,2026-01-21T19:00:00Z,3.19,1.4,7.5,6.03,-65,57.2,lorawan,1
RIMAC_002,2026-01-21T20:00:00Z,3.19,0.1,7.7,6.6,-93,56.8,lorawan,1
RIMAC_002,2026-01-21T21:00:00Z,3.1,0.5,9.4,7.8,-75,56.4,gsm,1
RIMAC_002,2026-01-21T22:00:00Z,3.05,1.0,9.3,7.29,-81,56.0,gsm,1
RIMAC_002,2026-01-21T23:00:00Z,2.99,2.7,1.7,6.31,-73,55.8,lorawan,1
CHILLON_002,2026-01-20T00:00:00Z,0.8,0.3,5.6,1.58,-85,86.8,gsm,0
CHILLON_002,2026-01-20T01:00:00Z,0.77,0.3,10.3,1.75,-68,86.4,lorawan,0
CHILLON_002,2026-01-20T02:00:00Z,0.67,1.3,2.7,1.7,-93,85.9,satelital,0
CHILLON_002,2026-01-20T03:00:00Z,0.6,1.5,5.1,1.41,-90,85.8,lorawan,0
CHILLON_002,2026-01-20T04:00:00Z,0.5,1.2,2.6,1.3,-85,85.7,gsm,0
